2.034867161261906705e-03,4.277338337635379177e-03,1.076065811557874036e-02,-3.376842503452552602e-02
8.168790979607928188e-03,1.657747088590802095e-02,4.088819327484615601e-02,5.728506609580991116e-01
-4.412302847950457137e-03,-8.032036020126327031e-03,-1.832547125084394921e-02,-2.829823335546757801e-01
-1.507855245387714491e-03,-4.241195754954142291e-03,-1.246881285666957481e-02,-1.562007667878176076e-01
2.236430144582357560e-03,4.427849456403817711e-03,1.075687819362660530e-02,1.309891270808541397e-01
6.687110306764013079e-03,1.351334809492945981e-02,3.331409612655165942e-02,5.603235938530585214e-01
-5.412507770157400408e-19,-1.025615366697390796e-19,7.001633119854592762e-20,5.855220468163369083e-18
5.840707547556448498e-01,6.825298531964498761e-01,7.644365726557484919e-01,1.048781255492209352e+00
-5.921280021502542883e-19,-7.920886415741143493e-19,8.291394742051857084e-19,9.695200776573033675e-18
-7.237486366354267675e-01,-8.317536994043333021e-01,-9.093146955565707401e-01,-8.081552952907314902e-01
5.152868814185912325e-19,4.928376715685220163e-19,-1.398634973388570144e-19,-2.767377530339952308e-18
4.524174950132359370e-19,2.810079406145681780e-19,4.881090512246508756e-19,6.473490780302031852e-19
3.463044363616865586e-19,-4.202944497871133019e-19,1.005524039729934094e-18,1.130723956925920584e-17
8.788499054650206576e-19,-6.201999847282007837e-19,-5.629193931299161008e-19,-2.861699192695698565e-18
-4.905521512651806510e-20,-2.106039793511001231e-19,-4.666242076193801055e-19,6.036253483171195614e-19
3.548428537217423650e-19,5.571950851195425187e-19,-6.579346409172620300e-19,-9.957882908465982994e-18
-7.849368581029627508e-20,4.958073272917958359e-20,1.075028750533415076e-18,1.171344793513669099e-17
-4.004142966605182152e-19,4.745593923144999668e-20,5.828073197784863716e-19,-8.697002386422318621e-18
1.217926590558851664e-19,-3.332096969963944130e-19,-1.492367184090578975e-19,-1.252245541489002339e-18
2.947753529922873483e-19,9.817450983662963020e-20,-1.546496920244689324e-19,-5.568945933917166231e-18
2.634260154520647958e-19,1.710286696251952612e-19,5.030633676119060626e-19,4.861893955963276856e-18
-8.913816190295727276e-19,1.138419628333647219e-19,-1.409799013106431344e-19,-2.025806376261638001e-18
3.940595023489097262e-19,-2.013894420224814286e-19,8.592508998773248451e-20,1.523151597849542955e-18
4.822130489044618563e-19,1.125058065220783042e-18,4.979105387370216461e-21,-1.169077930002390788e-17
8.669940704104013341e-20,1.423055339765672868e-19,-1.662459537842591647e-19,-2.438097718492191222e-19
-5.199788422785234772e-20,-1.839703952459607327e-19,3.463898022594970293e-20,7.312707519303085844e-19
-8.902763947225983053e-20,7.721351948683041313e-20,1.596771776880656991e-19,2.397184565193780849e-19
8.722518899641641436e-20,-2.160771929204834521e-19,1.426122653474731318e-19,-9.041601268027185636e-19
1.426453129044035622e-19,-1.987598425455860164e-19,-3.485821289844778164e-19,2.759469323834408076e-18
-1.719377452596126932e-21,-8.474413889786347770e-20,2.554307085110747148e-19,3.470931164440215085e-19
2.107990466087352263e-19,3.914167075577813160e-19,4.554776676705467890e-20,-6.305534334697419957e-18
1.493339651052909944e-19,-5.278639658949455172e-19,-2.680290465849012960e-20,-1.214999637150569218e-18
7.753047947060803578e-19,4.976110629866611635e-19,8.132723968302789069e-20,-1.266682491408410187e-18
-4.009418577116257048e-19,-2.195676302742230778e-19,-6.841238247305319378e-19,-1.285530202250713403e-17
9.331867887276977169e-20,-1.720336113153259296e-18,3.357550007916826236e-19,8.732625422749772728e-18
-9.029448233404025378e-19,-7.206366181518078423e-19,5.952815093248422281e-19,-9.820824361877876243e-18
-1.157616539592048050e-18,3.141136262040023953e-19,-4.676462817538799990e-19,-3.866191593924642650e-18
-9.798727712022550868e-19,-1.046175142733510987e-18,-5.232406945775411249e-19,-1.611880861979332265e-18
5.396521645287736768e-19,1.218645283044064703e-18,-2.674086288228697569e-18,-2.271490249469734663e-17
-5.079743510452324147e-19,1.051935921981382883e-19,1.021147243533814576e-18,-1.881055749578113937e-21
4.258390789668817233e-01,5.554458017481888055e-01,6.856189958869580714e-01,7.061337326164141004e-01
1.496959457920692627e+00,1.652826995572254543e+00,1.757006962096896885e+00,1.772432997841249858e+00
-2.460893699367535437e+00,-2.661290419011470565e+00,-2.808442298282402216e+00,-3.174360336030683349e+00
7.539140303019152833e-01,8.276591841963146789e-01,8.870697152396765928e-01,1.055076600558869648e+00
4.920198376309488364e-02,3.201679193499771398e-02,1.867048133609077593e-02,3.799749104761458024e-02
3.821974590693146823e-01,4.022758574359425188e-01,4.163992340794108182e-01,4.242642920148957941e-01
-1.244449092458074085e-01,-1.601326812388320364e-01,-1.745496299927519201e-01,2.111892159766173283e-01
-8.690038230580457990e-01,-8.681638845216538281e-01,-8.552966041364443717e-01,-6.214553393415019888e-01
6.484643524075767163e-02,1.013082588356299246e-01,1.334474518473633964e-01,1.817380068608459298e-01
7.987998908215988569e-01,9.071475452121883221e-01,1.000392552681820035e+00,1.145000179351476577e+00
